재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기,Unnamed: 15
"재무상태표, 유동/비유동법-별도재무제표",[043610],KT뮤직,코스닥시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,dart_LongTermTradeAndOtherNonCurrentPayables,      매입채무및기타채무(비유동),"844,468","783,304",,
"재무상태표, 유동/비유동법-별도재무제표",[043610],KT뮤직,코스닥시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[043610],KT뮤직,코스닥시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,entity00223762_udf_BS_201632816738272_EquityAbstract,   기타포괄손익누계액,"183,600,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[060370],KT서브마린,코스닥시장상장법인,423,전기 및 통신 공사업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[060370],KT서브마린,코스닥시장상장법인,423,전기 및 통신 공사업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxAssets,      당기법인세자산,"15,450,390",,,
"재무상태표, 유동/비유동법-별도재무제표",[060370],KT서브마린,코스닥시장상장법인,423,전기 및 통신 공사업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[060370],KT서브마린,코스닥시장상장법인,423,전기 및 통신 공사업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[093050],LF,유가증권시장상장법인,141,봉제의복 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[093050],LF,유가증권시장상장법인,141,봉제의복 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[093050],LF,유가증권시장상장법인,141,봉제의복 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[003550],LG,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[003550],LG,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[003550],LG,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[034220],LG디스플레이,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[034220],LG디스플레이,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[034220],LG디스플레이,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[001120],LG상사,유가증권시장상장법인,461,상품 중개업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[001120],LG상사,유가증권시장상장법인,461,상품 중개업,12,2015-12-31,사업보고서,KRW,entity00120076_udf_BS_201531915037714_CurrentAssets,      매각예정비유동자산,,"1,420,562,500",,
"재무상태표, 유동/비유동법-별도재무제표",[001120],LG상사,유가증권시장상장법인,461,상품 중개업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[001120],LG상사,유가증권시장상장법인,461,상품 중개업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxLiabilities,      당기법인세부채,"16,348,130,916","5,451,864,770",,
"재무상태표, 유동/비유동법-별도재무제표",[001120],LG상사,유가증권시장상장법인,461,상품 중개업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[068870],LG생명과학,유가증권시장상장법인,212,의약품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[068870],LG생명과학,유가증권시장상장법인,212,의약품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,      파생금융자산,,"22,452,000",,
"재무상태표, 유동/비유동법-별도재무제표",[068870],LG생명과학,유가증권시장상장법인,212,의약품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[068870],LG생명과학,유가증권시장상장법인,212,의약품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxLiabilities,      당기법인세부채,"156,114,250",,,
"재무상태표, 유동/비유동법-별도재무제표",[068870],LG생명과학,유가증권시장상장법인,212,의약품 제조업,12,2015-12-31,사업보고서,KRW,entity00423609_udf_BS_2015119175050325_NoncurrentLiabilities,      파생상품부채,"1,911,469,216",,,
"재무상태표, 유동/비유동법-별도재무제표",[068870],LG생명과학,유가증권시장상장법인,212,의약품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[068870],LG생명과학,유가증권시장상장법인,212,의약품 제조업,12,2015-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeLossAccumulatedAmount,      기타포괄손익누계액,"-1,490,945,989",,,
"재무상태표, 유동/비유동법-별도재무제표",[051900],LG생활건강,유가증권시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[051900],LG생활건강,유가증권시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,entity00356370_udf_BS_2015330221128763_CurrentAssets,      종속기업투자,,"4,196,670,707",,
"재무상태표, 유동/비유동법-별도재무제표",[051900],LG생활건강,유가증권시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[051900],LG생활건강,유가증권시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,entity00356370_udf_BS_20141112204812663_CurrentLiabilities,      유동성 장기차입금,,"87,887,012,395",,
"재무상태표, 유동/비유동법-별도재무제표",[051900],LG생활건강,유가증권시장상장법인,204,기타 화학제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[032640],LG유플러스,유가증권시장상장법인,612,전기통신업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[032640],LG유플러스,유가증권시장상장법인,612,전기통신업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[032640],LG유플러스,유가증권시장상장법인,612,전기통신업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[011070],LG이노텍,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[011070],LG이노텍,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[011070],LG이노텍,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxLiabilities,      당기법인세부채,"5,199,919,911",,,
"재무상태표, 유동/비유동법-별도재무제표",[011070],LG이노텍,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,entity00105961_udf_BS_201639172248411_NoncurrentLiabilities,      기타부채,"12,320,817,482",,,
"재무상태표, 유동/비유동법-별도재무제표",[011070],LG이노텍,유가증권시장상장법인,262,전자부품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[066570],LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[066570],LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[066570],LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[108670],LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[108670],LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[108670],LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[051910],LG화학,유가증권시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[051910],LG화학,유가증권시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_OtherCurrentFinancialAssets,      기타유동금융자산,"93,000,000","783,000,000",,
"재무상태표, 유동/비유동법-별도재무제표",[051910],LG화학,유가증권시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,      매각예정 비유동자산,"6,500,000,000","5,961,000,000",,
"재무상태표, 유동/비유동법-별도재무제표",[051910],LG화학,유가증권시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[051910],LG화학,유가증권시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00356361_udf_BS_201543013199705_NoncurrentLiabilities,      기타비유동부채,"27,852,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[051910],LG화학,유가증권시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[051910],LG화학,유가증권시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00356361_udf_BS_201154172132781_EquityAbstract,   기타포괄손익누계액,"-591,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[079550],LIG넥스원,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[079550],LIG넥스원,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[079550],LIG넥스원,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[079550],LIG넥스원,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2015-12-31,사업보고서,KRW,ifrs_SharePremium,      주식발행초과금,"140,702,579,910",,,
"재무상태표, 유동/비유동법-별도재무제표",[079550],LIG넥스원,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2015-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,   기타포괄손익누계액,"114,816,577","57,754,181",,
"재무상태표, 유동/비유동법-별도재무제표",[006260],LS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[006260],LS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[006260],LS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[000680],LS네트웍스,유가증권시장상장법인,468,상품 종합 도매업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[000680],LS네트웍스,유가증권시장상장법인,468,상품 종합 도매업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[000680],LS네트웍스,유가증권시장상장법인,468,상품 종합 도매업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[010120],LS산전,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[010120],LS산전,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,2015-12-31,사업보고서,KRW,ifrs_DeferredTaxAssets,      이연법인세자산,"17,210,745,549","2,967,269,255",,
"재무상태표, 유동/비유동법-별도재무제표",[010120],LS산전,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[010120],LS산전,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00896753_udf_BS_2016322101715707_CurrentAssets,      당기손익인식금융자산,"2,259,341,942",,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00896753_udf_BS_2016322103225270_NoncurrentAssets,      당기손익인식금융자산,"2,766,339,711",,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00896753_udf_BS_201552614559855_NoncurrentAssets,      종속기업투자,"4,300,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00896753_udf_BS_2016322104327231_CurrentLiabilities,      당기손익인식금융부채,"8,385,469,067",,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00896753_udf_BS_2016322104429758_CurrentLiabilities,      전환사채,"14,541,166,672",,,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,entity00896753_udf_BS_201410291619775_NoncurrentLiabilities,      전환사채,,"5,676,129,188",,
"재무상태표, 유동/비유동법-별도재무제표",[159910],MBK,코스닥시장상장법인,201,기초화학물질 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[086960],MDS테크,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[086960],MDS테크,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[086960],MDS테크,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_NoncurrentPayables,      비유동채무,"50,000,000","190,000,000",,
"재무상태표, 유동/비유동법-별도재무제표",[086960],MDS테크,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_OtherNoncurrentFinancialLiabilities,      기타비유동금융부채,"132,555,000","935,555,000",,
"재무상태표, 유동/비유동법-별도재무제표",[086960],MDS테크,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[023150],MH에탄올,유가증권시장상장법인,111,알콜음료 제조업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[023150],MH에탄올,유가증권시장상장법인,111,알콜음료 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxAssets,      당기법인세자산,"34,897,750","32,970,340",,
"재무상태표, 유동/비유동법-별도재무제표",[023150],MH에탄올,유가증권시장상장법인,111,알콜음료 제조업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[023150],MH에탄올,유가증권시장상장법인,111,알콜음료 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[065150],MPK,코스닥시장상장법인,463,음·식료품 및 담배 도매업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[065150],MPK,코스닥시장상장법인,463,음·식료품 및 담배 도매업,12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxAssets,      당기법인세자산,"46,895,930","64,816,562",,
"재무상태표, 유동/비유동법-별도재무제표",[065150],MPK,코스닥시장상장법인,463,음·식료품 및 담배 도매업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[065150],MPK,코스닥시장상장법인,463,음·식료품 및 담배 도매업,12,2015-12-31,사업보고서,KRW,dart_ShortTermBorrowings,      단기차입금,"16,200,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[065150],MPK,코스닥시장상장법인,463,음·식료품 및 담배 도매업,12,2015-12-31,사업보고서,KRW,entity00390860_udf_BS_2016323173433243_NoncurrentLiabilities,      차입부채,"8,359,449,115",,,
"재무상태표, 유동/비유동법-별도재무제표",[065150],MPK,코스닥시장상장법인,463,음·식료품 및 담배 도매업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[065150],MPK,코스닥시장상장법인,463,음·식료품 및 담배 도매업,12,2015-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeLossAccumulatedAmount,      기타포괄손익누계액,"-221,520,000","174,720,000",,
"재무상태표, 유동/비유동법-별도재무제표",[035420],NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[035420],NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,ifrs_Inventories,      재고자산,"1,070,498,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[035420],NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[035420],NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,entity00266961_udf_BS_2015111014265442_CurrentLiabilities,      사채,"100,000,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[035420],NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,entity00266961_udf_BS_2015514155822623_NoncurrentLiabilities,      사채,"150,000,000,000","100,000,000,000",,
"재무상태표, 유동/비유동법-별도재무제표",[035420],NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,entity00266961_udf_BS_2015325155023172_NoncurrentLiabilities,      기타비유동부채,"529,514,000","581,597,000",,
"재무상태표, 유동/비유동법-별도재무제표",[035420],NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[160550],NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[160550],NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2015-12-31,사업보고서,KRW,ifrs_CurrentTaxAssets,      당기법인세자산,"93,039,985","146,618,796",,
"재무상태표, 유동/비유동법-별도재무제표",[160550],NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2015-12-31,사업보고서,KRW,ifrs_InvestmentProperty,      투자부동산,"2,421,541,547",,,
"재무상태표, 유동/비유동법-별도재무제표",[160550],NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[160550],NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2015-12-31,사업보고서,KRW,ifrs_OtherNoncurrentFinancialLiabilities,      기타금융부채,"740,000,000",,,
"재무상태표, 유동/비유동법-별도재무제표",[160550],NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[181710],NHN엔터테인먼트,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[181710],NHN엔터테인먼트,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[181710],NHN엔터테인먼트,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,dart_ShortTermBorrowings,      단기차입금,"35,776,639,130","6,227,467,429",,
"재무상태표, 유동/비유동법-별도재무제표",[181710],NHN엔터테인먼트,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,entity00983271_udf_BS_201632920351250_NoncurrentLiabilities,      충당부채,"386,809,268",,,
"재무상태표, 유동/비유동법-별도재무제표",[181710],NHN엔터테인먼트,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"5,940,980,258",,,
"재무상태표, 유동/비유동법-별도재무제표",[181710],NHN엔터테인먼트,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,entity00983271_udf_BS_2015813153815248_NoncurrentLiabilities,      파생상품부채,"32,210,905,137","8,145,928,379",,
"재무상태표, 유동/비유동법-별도재무제표",[181710],NHN엔터테인먼트,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[034310],NICE,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[034310],NICE,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[034310],NICE,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[030190],NICE평가정보,코스닥시장상장법인,639,기타 정보 서비스업,12,2015-12-31,사업보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[030190],NICE평가정보,코스닥시장상장법인,639,기타 정보 서비스업,12,2015-12-31,사업보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,,
"재무상태표, 유동/비유동법-별도재무제표",[030190],NICE평가정보,코스닥시장상장법인,639,기타 정보 서비스업,12,2015-12-31,사업보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,,
