,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기
6793,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2017119102140153_CurrentAssets,단기투자자산,166666000000.0
6797,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_20185811752438_CurrentAssets,계약자산,127499000000.0
6807,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2017119103532648_NoncurrentAssets,장기투자자산,857215000000.0
6808,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_201711910364126_NoncurrentAssets,관계기업및공동기업투자,13385263000000.0
6812,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_201858111027589_NoncurrentAssets,장기계약자산,64359000000.0
6817,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_201711910392580_NoncurrentAssets,파생금융자산,124707000000.0
6819,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2017119104128594_NoncurrentAssets,확정급여자산,1125000000.0
6828,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_201858111136849_CurrentLiabilities,계약부채,191225000000.0
6832,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2020227164655926_CurrentLiabilities,유동파생금융부채,0.0
6837,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2019515112211154_CurrentLiabilities,유동성리스부채,304247000000.0
6845,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2019515112252523_NoncurrentLiabilities,장기리스부채,408493000000.0
6846,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2018581112643_NoncurrentLiabilities,장기계약부채,32231000000.0
6856,[017670],SK텔레콤,유가증권시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159023_udf_BS_2017119193432739_EquityAttributableToOwnersOfParent,기타불입자본,1006481000000.0
6866,[000660],SK하이닉스,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00164779_udf_BS_201851111528295_CurrentAssets,단기투자자산,1390293000000.0
6872,[000660],SK하이닉스,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00164779_udf_BS_2020324155137763_CurrentAssets,기타금융자산,30000000.0
6884,[000660],SK하이닉스,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00164779_udf_BS_2019311191332197_NoncurrentAssets,종업원급여자산,3406000000.0
6891,[000660],SK하이닉스,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00164779_udf_BS_2019311192436606_CurrentLiabilities,기타지급채무,1257895000000.0
6903,[000660],SK하이닉스,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00164779_udf_BS_2020324155525944_NoncurrentLiabilities,기타금융부채,15532000000.0
7007,[950180],SNK,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,7,2019-07-31,사업보고서,JPY,entity01338724_udf_BS_201987104442325_CurrentAssets,당기손익-공정가치금융자산,400167650.0
7100,[011810],STX,유가증권시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00138297_udf_BS_20171113135238418_CurrentAssets,단기비금융자산,22427000000.0
7101,[011810],STX,유가증권시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00138297_udf_BS_202032414412797_AssetsAbstract,매각예정비유동자산,
7125,[011810],STX,유가증권시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00138297_udf_BS_20198139103415_NoncurrentLiabilities,장기비금융부채,1369000000.0
7181,[077970],STX엔진,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00480455_udf_BS_201931816928559_EquityAttributableToOwnersOfParent,신종자본증권,94351000000.0
7198,[071970],STX중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00406046_udf_BS_20171114135446622_AssetsAbstract,매각예정비유동자산,46822027000.0
7202,[071970],STX중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00406046_udf_BS_2018111494657161_NoncurrentAssets,당기손익-공정가치측정금융자산,2000000.0
7340,[161570],THE MIDONG,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00945208_udf_BS_2020121144641538_CurrentAssets,당기손익인식금융자산,1235689200.0
7349,[161570],THE MIDONG,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00945208_udf_BS_2020121144745768_NoncurrentAssets,장기예금,
7350,[161570],THE MIDONG,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00945208_udf_BS_2020121144757687_NoncurrentAssets,당기손익공정가치금융자산,
7351,[161570],THE MIDONG,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00945208_udf_BS_202012114483739_NoncurrentAssets,기타포괄손익공정가치금융자산,5137940000.0
7352,[161570],THE MIDONG,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00945208_udf_BS_2020121144816422_NoncurrentAssets,관계기업투자주식,
7357,[161570],THE MIDONG,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00945208_udf_BS_2020121144849613_NoncurrentAssets,순확정급여자산,
7368,[161570],THE MIDONG,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00945208_udf_BS_2020324165942282_CurrentLiabilities,유동성리스부채,58498130.0
7519,[038340],UCI,코스닥시장상장법인,855,일반 교습 학원,12,2019-12-31,사업보고서,KRW,entity00215976_udf_BS_2020317193358638_CurrentLiabilities,보증채무충당부채,
7599,[052300],W홀딩컴퍼니,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00349811_udf_BS_2020323942501_CurrentAssets,기타수취채권,1680406300.0
7602,[052300],W홀딩컴퍼니,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00349811_udf_BS_202032394411451_CurrentAssets,매각예정자산,
7605,[052300],W홀딩컴퍼니,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00349811_udf_BS_202032394628775_NoncurrentAssets,기타수취채권,2027994400.0
7619,[052300],W홀딩컴퍼니,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00349811_udf_BS_2020323101230624_CurrentLiabilities,기타지급채무,245221150.0
7634,[052300],W홀딩컴퍼니,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00349811_udf_BS_2020323102728443_NoncurrentLiabilities,상환전환우선주부채,9106334000.0
7692,[037270],YG PLUS,유가증권시장상장법인,334,"인형, 장난감 및 오락용품 제조업",12,2019-12-31,사업보고서,KRW,entity00249247_udf_BS_2020323114038759_CurrentAssets,당기손익인식금융자산,0.0
7699,[037270],YG PLUS,유가증권시장상장법인,334,"인형, 장난감 및 오락용품 제조업",12,2019-12-31,사업보고서,KRW,entity00249247_udf_BS_2020322193118503_AssetsAbstract,매각예정으로분류된처분집단의자산,4844458000.0
7718,[037270],YG PLUS,유가증권시장상장법인,334,"인형, 장난감 및 오락용품 제조업",12,2019-12-31,사업보고서,KRW,entity00249247_udf_BS_2020323114916456_LiabilitiesAbstract,매각예정으로분류된처분집단의부채,4610698000.0
7722,[037270],YG PLUS,유가증권시장상장법인,334,"인형, 장난감 및 오락용품 제조업",12,2019-12-31,사업보고서,KRW,entity00249247_udf_BS_20203231147179_NoncurrentLiabilities,순확정급여부채,0.0
7735,[037270],YG PLUS,유가증권시장상장법인,334,"인형, 장난감 및 오락용품 제조업",12,2019-12-31,사업보고서,KRW,entity00249247_udf_BS_2020325164333196_EquityAbstract,매각예정자산처분집단관련자본,42265456.0
7793,[051390],YW,코스닥시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00296263_udf_BS_201832710534098_CurrentAssets,기타수취채권,49795590000.0
7797,[051390],YW,코스닥시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00296263_udf_BS_2018327111015818_NoncurrentAssets,장기금융자산,405200130.0
7799,[051390],YW,코스닥시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00296263_udf_BS_2018327111411664_NoncurrentAssets,기타수취채권,23036983000.0
7808,[051390],YW,코스닥시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00296263_udf_BS_201832711371079_CurrentLiabilities,기타지급채무,886135230.0
7810,[051390],YW,코스닥시장상장법인,468,상품 종합 도매업,12,2019-12-31,사업보고서,KRW,entity00296263_udf_BS_201832711406397_CurrentLiabilities,유동성장기부채,215500000.0
7929,[079940],가비아,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00506294_udf_BS_2019513121856880_PropertyPlantAndEquipment,감가상각누계액(사용권자산),-11185286000.0
7940,[079940],가비아,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00506294_udf_BS_2020211115518974_OtherNoncurrentFinancialAssets,리스채권(비유동),14231355.0
7960,[079940],가비아,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00506294_udf_BS_202035155154167_TradeAndOtherCurrentPayables,품질보증충당부채및기타유동부채,2635334.0
8073,[000500],가온전선,유가증권시장상장법인,283,절연선 및 케이블 제조업,12,2019-12-31,사업보고서,KRW,entity00104768_udf_BS_202032017122669_NoncurrentAssets,기타투자자산,1871769.0
8095,[000500],가온전선,유가증권시장상장법인,283,절연선 및 케이블 제조업,12,2019-12-31,사업보고서,KRW,entity00104768_udf_BS_2019320173620166_OtherCurrentFinancialLiabilities,유동성계약부채,29842388.0
8103,[000500],가온전선,유가증권시장상장법인,283,절연선 및 케이블 제조업,12,2019-12-31,사업보고서,KRW,entity00104768_udf_BS_2019326143621913_LongTermTradeAndOtherNonCurrentPayables,순확정급여부채,899357800.0
8104,[000500],가온전선,유가증권시장상장법인,283,절연선 및 케이블 제조업,12,2019-12-31,사업보고서,KRW,entity00104768_udf_BS_2019326143631585_LongTermTradeAndOtherNonCurrentPayables,금융리스부채,3700823000.0
8105,[000500],가온전선,유가증권시장상장법인,283,절연선 및 케이블 제조업,12,2019-12-31,사업보고서,KRW,entity00104768_udf_BS_2019326162529173_NoncurrentLiabilities,충당부채,23815038.0
8106,[000500],가온전선,유가증권시장상장법인,283,절연선 및 케이블 제조업,12,2019-12-31,사업보고서,KRW,entity00104768_udf_BS_2020320172817553_NoncurrentLiabilities,기타미확정부채,6820000000.0
8135,[192410],감마누,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2019-12-31,사업보고서,KRW,entity00623184_udf_BS_2019112815623188_NoncurrentAssets,매도가능금융자산,
8157,[192410],감마누,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2019-12-31,사업보고서,KRW,entity00623184_udf_BS_201981312941306_NoncurrentLiabilities,복구충당부채,88183220.0
8176,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_20193221445097_CurrentAssets,기타금융자산,19990000.0
8177,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_201711614401236_CurrentAssets,기타수취채권,2858050600.0
8183,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_201853195754269_NoncurrentAssets,매도가능금융자산,0.0
8186,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_2020322105255267_NoncurrentAssets,당기손익-공정가치채무상품,15750649.0
8187,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_201932214645304_NoncurrentAssets,기타금융자산,4470000.0
8188,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_2017116144811744_NoncurrentAssets,기타수취채권,2024632000.0
8195,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_2017116145418137_NoncurrentAssets,순확정급여자산,1124423300.0
8209,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_2020313181112970_NoncurrentLiabilities,순확정급여부채,52461924.0
8212,[000860],강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00100939_udf_BS_201843015342741_NoncurrentLiabilities,충당부채,851206600.0
8287,[114190],강원,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00100601_udf_BS_202022813297202_NoncurrentAssets,관계기업투자주식,773141570.0
8302,[114190],강원,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00100601_udf_BS_2019114141528457_CurrentLiabilities,기타채무,1779111700.0
8304,[114190],강원,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00100601_udf_BS_201957104718918_CurrentLiabilities,유동성리스부채,135448430.0
8330,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_2020319205831226_OtherCurrentFinancialAssets,단기금융자산,1678000000000.0
8332,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_202032618515942_OtherCurrentFinancialAssets,현재가치할인차금(단기대여금),-25550.0
8340,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_202031921057640_TradeAndOtherCurrentReceivables,현재가치할인차금(단기보증금자산),-1906797.0
8355,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_2020319211048160_OtherNoncurrentFinancialAssets,대손충당금(장기대여금),-10186000000.0
8356,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_2020319211141920_OtherNoncurrentFinancialAssets,현재가치할인차금(장기대여금),-2917798700.0
8397,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_2018331561682_NoncurrentAssets,순확정급여자산,0.0
8401,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_2020319212552997_OtherNonCurrentAssets,기타투자자,
8410,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_2020319212944701_TradeAndOtherCurrentPayables,현재가치할인차금(단기임대보증),-213704350.0
8418,[035250],강원랜드,유가증권시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2019-12-31,사업보고서,KRW,entity00255619_udf_BS_2020320105927308_OtherCurrentLiabilities,포인트이연매출,45956293000.0
8458,[011420],갤럭시아에스엠,유가증권시장상장법인,911,스포츠 서비스업,12,2019-12-31,사업보고서,KRW,entity00129554_udf_BS_2020320131143401_CurrentAssets,유동성리스채권,8692545.0
8519,[094480],갤럭시아컴즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00587457_udf_BS_2020323153624569_NoncurrentLiabilities,복구충당부채,169199300.0
8536,[063080],게임빌,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00535746_udf_BS_201851313441013_CurrentAssets,기타수취채권,220949730.0
8543,[063080],게임빌,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00535746_udf_BS_201851314234701_NoncurrentAssets,기타비유동수취채권,1623502500.0
8544,[063080],게임빌,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00535746_udf_BS_201981317416124_NoncurrentAssets,비유동투자자산,680966660.0
8547,[063080],게임빌,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00535746_udf_BS_2018513135930150_NoncurrentAssets,관계기업투자주식,337487330000.0
8550,[063080],게임빌,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00535746_udf_BS_201851314135822_NoncurrentAssets,무형자산,6155904000.0
8597,[053950],경남제약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00307028_udf_BS_2019328112539618_CurrentLiabilities,유동성장기부채,
8607,[053950],경남제약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00307028_udf_BS_2019328112712369_NoncurrentLiabilities,기타장기종업원급여,159677700.0
8613,[053950],경남제약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00307028_udf_BS_201852821360502_EquityAbstract,기타자본,-1469925000.0
8626,[002100],경농,유가증권시장상장법인,203,"비료, 농약 및 살균, 살충제 제조업",12,2019-12-31,사업보고서,KRW,entity00101433_udf_BS_2019430153335427_CurrentAssets,반환재고회수권,5012819500.0
8634,[002100],경농,유가증권시장상장법인,203,"비료, 농약 및 살균, 살충제 제조업",12,2019-12-31,사업보고서,KRW,entity00101433_udf_BS_2019430154743253_NoncurrentAssets,반환재고회수권,4346121700.0
8689,[009450],경동나비엔,유가증권시장상장법인,285,가정용 기기 제조업,12,2019-12-31,사업보고서,KRW,entity00101488_udf_BS_201831912244337_CurrentLiabilities,차입금,70633400000.0
8697,[009450],경동나비엔,유가증권시장상장법인,285,가정용 기기 제조업,12,2019-12-31,사업보고서,KRW,entity00101488_udf_BS_2018319122636687_NoncurrentLiabilities,차입금,23688184000.0
8781,[012320],경동인베스트,유가증권시장상장법인,51,석탄 광업,12,2019-12-31,사업보고서,KRW,entity00143527_udf_BS_2020326105442391_NoncurrentAssets,매도가능증권,
8822,[012320],경동인베스트,유가증권시장상장법인,51,석탄 광업,12,2019-12-31,사업보고서,KRW,entity00143527_udf_BS_20171110132231927_CapitalSurplus,재평가적립금,26437138000.0
8846,[011040],경동제약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00101549_udf_BS_2017116165812967_NoncurrentAssets,순확정급여자산,744348700.0
8855,[011040],경동제약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00101549_udf_BS_2018514102257833_CurrentLiabilities,환불부채,1087410000.0
9040,[009140],경인전자,유가증권시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00102140_udf_BS_20171019123447184_IntangibleAssetsOtherThanGoodwill,회원권,112200000.0
9067,[009140],경인전자,유가증권시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00102140_udf_BS_2017101913470470_CapitalSurplus,재평가적립금,6692493300.0
9086,[024910],경창산업,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00102353_udf_BS_20171114162549658_CurrentAssets,단기투자증권,
9095,[024910],경창산업,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00102353_udf_BS_20171114163149563_NoncurrentAssets,장기투자증권,5392380000.0
9096,[024910],경창산업,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00102353_udf_BS_201711141634157_NoncurrentAssets,관계기업투자주식,
9112,[024910],경창산업,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00102353_udf_BS_2018514113637922_CurrentLiabilities,판매보증부채,6184705000.0
9113,[024910],경창산업,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00102353_udf_BS_2018331104021760_CurrentLiabilities,매각예정부채,
9150,[013580],계룡건설산업,유가증권시장상장법인,412,토목 건설업,12,2019-12-31,사업보고서,KRW,entity00102432_udf_BS_201981015536882_NoncurrentAssets,금융리스채권,2680617500.0
9164,[013580],계룡건설산업,유가증권시장상장법인,412,토목 건설업,12,2019-12-31,사업보고서,KRW,entity00102432_udf_BS_2019810155426740_CurrentLiabilities,유동성리스부채,11415920000.0
9208,[012200],계양전기,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00102618_udf_BS_2018810213841402_CurrentLiabilities,기타충당부채,634628540.0
9214,[012200],계양전기,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00102618_udf_BS_201881021512833_NoncurrentLiabilities,기타충당부채,199857570.0
9229,[002140],고려산업,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2019-12-31,사업보고서,KRW,entity00102751_udf_BS_202025161540794_CurrentAssets,대출채권,0.0
9249,[002140],고려산업,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2019-12-31,사업보고서,KRW,entity00102751_udf_BS_2019731163448626_CurrentLiabilities,유동금융리스부채,388708960.0
9275,[049720],고려신용정보,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00336297_udf_BS_2020318113045851_CurrentAssets,유동성대출채권,443691780.0
9284,[049720],고려신용정보,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00336297_udf_BS_2020318113122631_NoncurrentAssets,비유동성대출채권,5461136000.0
9296,[049720],고려신용정보,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00336297_udf_BS_20203181133183_NoncurrentLiabilities,기타충당부채,372426200.0
9315,[010130],고려아연,유가증권시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00102858_udf_BS_201981211111722_CurrentAssets,단기투자자산,1654765400000.0
9316,[010130],고려아연,유가증권시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00102858_udf_BS_201981211150425_CurrentAssets,파생상품금융자산,68444790.0
9327,[010130],고려아연,유가증권시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00102858_udf_BS_201981211921789_NoncurrentAssets,관계기업및공동기업투자,21984780000.0
9329,[010130],고려아연,유가증권시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00102858_udf_BS_2019812111013148_NoncurrentAssets,순확정급여자산,921562500.0
9337,[010130],고려아연,유가증권시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00102858_udf_BS_2019812111258555_CurrentLiabilities,파생상품금융부채,919974900.0
9413,[098460],고영,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00579999_udf_BS_201889151921462_NoncurrentAssets,당기손익-공정가치측정금융자산,2843604000.0
9447,[900280],골든센츄리,코스닥시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,CNY,entity01168143_udf_BS_2017111814474544_NoncurrentAssets,선급토지임차료,0.0
9450,[900280],골든센츄리,코스닥시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,CNY,entity01168143_udf_BS_20171117124629911_CurrentAssets,선급토지임차료,0.0
9526,[121440],골프존뉴딘홀딩스,코스닥시장상장법인,461,상품 중개업,12,2019-12-31,사업보고서,KRW,entity00674498_udf_BS_2020323104759534_CurrentAssets,매각예정자산,1711745500.0
9541,[121440],골프존뉴딘홀딩스,코스닥시장상장법인,461,상품 중개업,12,2019-12-31,사업보고서,KRW,entity00674498_udf_BS_20195141473344_CurrentLiabilities,차입부채,44591854000.0
9547,[121440],골프존뉴딘홀딩스,코스닥시장상장법인,461,상품 중개업,12,2019-12-31,사업보고서,KRW,entity00674498_udf_BS_2020323114010992_CurrentLiabilities,매각예정부채,0.0
9550,[121440],골프존뉴딘홀딩스,코스닥시장상장법인,461,상품 중개업,12,2019-12-31,사업보고서,KRW,entity00674498_udf_BS_2019514141021394_NoncurrentLiabilities,장기차입부채,186266100000.0
9571,[009290],광동제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00103592_udf_BS_20171030142123983_CurrentAssets,단기투자자산,6209919500.0
9578,[009290],광동제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00103592_udf_BS_20171030143022683_NoncurrentAssets,장기투자자산,50777756000.0
9585,[009290],광동제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00103592_udf_BS_2019319134848762_NoncurrentAssets,순확정급여자산,377750180.0
9615,[014200],광림,코스닥시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00103635_udf_BS_2018331162115724_CurrentAssets,기타금융자산,28797530000.0
9621,[014200],광림,코스닥시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00103635_udf_BS_2018331184941839_NoncurrentAssets,장기기타금융자산,2038047400.0
9625,[014200],광림,코스닥시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00103635_udf_BS_202032412512597_NoncurrentAssets,사용권자산.,3749778700.0
9633,[014200],광림,코스닥시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00103635_udf_BS_2018331191148228_CurrentLiabilities,단기법인세부채,540566400.0
9645,[014200],광림,코스닥시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2019-12-31,사업보고서,KRW,entity00103635_udf_BS_201941151344789_EquityAttributableToOwnersOfParent,기타포괄손인누계액,822788700.0
9695,[017900],광전자,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00152729_udf_BS_201712279249195_CurrentAssets,기타채권,1010561900.0
9716,[017900],광전자,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00152729_udf_BS_2017122792614246_CurrentLiabilities,기타채무,6925442000.0
9732,[017900],광전자,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00152729_udf_BS_2019122016043647_NoncurrentLiabilities,장기기타채무,0.0
